roundness,perimeter_ratio_to_diameter,compactness,eccentricity,aspect_ratio,rectangularity,narrow_factor,perimeter_ratio_major_minor,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu7,mean_R,mean_G,mean_B,std_R,std_G,std_B,skewness_R,skewness_G,skewness_B,kurtosis_R,kurtosis_G,kurtosis_B,contrast,correlation,energy,homogeneity,class
0.42162,3.3405,5.4594,0.81558,1.7282,0.7762,1.0953,2.3177,0.18575,0.008568000000000001,6.8e-05,9e-06,0.0,1e-06,0.0,86.444,87.22,46.3,16.094,16.928,22.108,-0.10867,-0.18741,-0.2296,4.7673,4.6874,2.8480000000000003,0.11467999999999999,0.9891399999999999,0.27393,0.94571,1
0.44823999999999997,3.3002,5.2948,0.79505,1.6487,0.7811100000000001,1.1043,2.2685,0.18045,0.006953,3e-06,0.0,0.0,0.0,0.0,77.737,79.178,9.7387,16.965999999999998,17.282,15.934000000000001,-0.13685999999999998,-0.22195,1.9236,4.6034,4.6014,6.7426,0.13487000000000002,0.9882200000000001,0.24758000000000002,0.93658,1
0.44391,3.2495,5.3206,0.81892,1.7425,0.77928,1.095,2.2607,0.18578,0.008784,1.1e-05,1e-06,0.0,0.0,0.0,84.42,87.495,18.680999999999997,16.879,16.824,20.195999999999998,-0.18265,-0.26145,0.9147700000000001,4.7342,4.8113,3.1681,0.1212,0.98869,0.27358000000000005,0.9429700000000001,1
0.50307,3.0557,4.9979,0.80065,1.6691,0.77937,1.1177,2.1357,0.18189,0.0073620000000000005,2.7000000000000002e-05,1e-06,0.0,0.0,0.0,79.643,74.298,8.9569,19.16,20.437,17.515,-0.11350999999999999,-0.37168,2.5042,4.4225,4.2462,10.619000000000002,0.1576,0.9869899999999999,0.22371,0.9283100000000001,1
0.50364,3.4042,4.9951,0.71935,1.4396,0.77779,1.0786,2.1666,0.1715,0.003583,1e-05,1e-06,0.0,0.0,0.0,86.37,89.476,1.7872,16.319000000000003,17.727,7.8189,0.31117,0.11192,6.8113,4.3522,3.9439,67.021,0.12783,0.98665,0.28786,0.94255,1
0.45757,3.2523,5.2406,0.7839,1.6106,0.77593,1.1184,2.2441,0.17974,0.0063549999999999995,4e-05,3e-06,0.0,0.0,0.0,80.507,79.921,20.958000000000002,18.663,19.491,22.489,-0.10695,-0.31789,0.8125,3.7372,3.8510000000000004,2.7594,0.13296,0.9890000000000001,0.23897,0.93875,1
0.42581,3.4696,5.4325,0.7838,1.6103,0.77609,1.087,2.3266,0.17969000000000002,0.006347,8.9e-05,8e-06,0.0,1e-06,0.0,85.25200000000001,87.948,23.688000000000002,18.430999999999997,18.834,23.184,-0.20159000000000002,-0.30680999999999997,0.6532899999999999,3.9424,3.9278,2.4718,0.12859,0.98824,0.23973000000000003,0.93891,1
0.40869,3.378,5.5451,0.79318,1.6421,0.7678,1.1225,2.3566,0.18324000000000001,0.007072,0.000165,2.6000000000000002e-05,0.0,2e-06,0.0,77.191,81.34100000000001,11.026,18.35,18.209,19.352,0.30514,0.15944,1.9018,4.0995,3.9960000000000004,6.1153,0.14599,0.9879,0.22655999999999998,0.93081,1
0.41465,3.412,5.5051,0.7729,1.5759999999999998,0.75655,1.1179,2.3336,0.18261,0.0060490000000000006,2.8000000000000003e-05,3e-06,0.0,0.0,0.0,87.234,84.152,35.827,16.884,17.96,23.988000000000003,-0.075448,-0.2158,0.091788,4.1079,4.2003,2.266,0.1242,0.98888,0.25308,0.9420000000000001,1
0.30485,3.8739,6.4204,0.79928,1.6640000000000001,0.76893,1.1266,2.7262,0.1841,0.0074659999999999995,4.1e-05,1.4000000000000001e-05,0.0,1e-06,0.0,93.177,94.755,43.963,17.183,17.512999999999998,21.909000000000002,0.046847,-0.1887,0.005122,4.1105,4.1515,2.6864,0.11459000000000001,0.98872,0.24703000000000003,0.94565,1
0.41131999999999996,3.0371,5.5273,0.8640000000000001,1.9862,0.77164,1.1344,2.2915,0.20165,0.014421999999999999,0.000105,2.7000000000000002e-05,0.0,3e-06,0.0,79.803,81.566,17.621,17.97,18.19,22.311999999999998,-0.071162,-0.145,1.1114,3.7611,3.6671,3.2814,0.14379,0.988,0.23674,0.9318799999999999,1
0.4729,3.2298,5.1549,0.76358,1.5487,0.77722,1.1307,2.219,0.17645999999999998,0.005272,2.4e-05,2e-06,0.0,0.0,0.0,79.842,79.596,21.699,17.212,17.662,22.366,-0.26957,-0.45643999999999996,0.75975,3.8655,4.1344,2.6403,0.12236,0.98974,0.25321,0.94183,1
0.4362,3.2047,5.3674,0.81405,1.7218,0.77389,1.1229,2.2763,0.18596,0.008491,3.8e-05,5e-06,0.0,0.0,0.0,81.483,81.699,26.095,17.147000000000002,17.704,23.199,-0.15846,-0.25016,0.5373399999999999,3.9632,4.0215,2.3307,0.1221,0.9896,0.25346,0.9424100000000001,1
0.5363899999999999,3.299,4.8402,0.70428,1.4086,0.78147,1.0928,2.1084,0.16943,0.0031219999999999998,3e-06,0.0,0.0,0.0,0.0,77.53,82.259,0.8997,18.178,18.234,5.4882,-0.4878,-0.45682,9.5447,4.2658,4.1018,128.04,0.13604000000000002,0.98744,0.26300999999999997,0.9366200000000001,1
0.48862,3.0523,5.0713,0.80886,1.7007,0.77884,1.1244,2.1611,0.18366,0.007972,8e-06,1e-06,0.0,0.0,0.0,81.597,84.236,8.4471,18.325,18.124000000000002,15.622,-0.59053,-0.63269,2.2673,4.486000000000001,4.59,9.024,0.12172999999999999,0.98939,0.27173,0.9441299999999999,1
0.47335,3.3097,5.1524,0.8156899999999999,1.7287,0.77969,1.0455,2.1922,0.18494000000000002,0.0085,4.1e-05,5e-06,0.0,0.0,0.0,86.46799999999999,87.64299999999999,30.23,17.833,18.113,23.305999999999997,-0.40032,-0.5928899999999999,0.35305,5.3184,5.3965,2.3314,0.1244,0.9875200000000001,0.26048000000000004,0.94111,1
0.46513999999999994,3.2588,5.1977,0.77664,1.5874,0.7797,1.1178,2.2349,0.17774,0.0058909999999999995,5e-06,1e-06,0.0,0.0,0.0,81.152,90.5,0.5421,17.62,16.982,5.2577,0.013923,-0.025003,13.511,4.6254,4.3951,222.88,0.13119,0.9873299999999999,0.28826,0.9385,1
0.43628999999999996,3.2436,5.3668,0.80555,1.6877,0.7671,1.1155,2.272,0.18578,0.007962,0.000146,1.8e-05,0.0,2e-06,0.0,82.555,79.137,26.514,18.631,19.713,25.369,-0.072809,-0.32237,0.56626,3.529,3.8338,2.2543,0.13005,0.9893799999999999,0.23403000000000002,0.93845,1
0.48245,3.0478,5.1036,0.8256,1.7723,0.7783,1.1097,2.1621,0.18763,0.00941,2.5e-05,2e-06,0.0,0.0,0.0,84.215,82.542,13.158,16.471,17.305,18.102,-0.41922,-0.5449,1.4053,4.7686,5.1346,4.5685,0.12841,0.98825,0.26923,0.9403,1
0.43249,3.2049,5.3903,0.82484,1.7688,0.7740199999999999,1.1126,2.2779,0.18848,0.009442,7.000000000000001e-06,2e-06,0.0,0.0,0.0,81.486,83.06,10.016,17.29,17.929000000000002,16.924,-0.026685000000000004,-0.11509000000000001,1.9347,4.0571,4.0169,6.6424,0.12232,0.9897299999999999,0.26295999999999997,0.94265,1
0.48873,3.3286,5.0707,0.79909,1.6633,0.77585,1.0404,2.1628,0.18242,0.007320999999999999,0.000143,1.6e-05,0.0,1e-06,0.0,86.10700000000001,85.78299999999999,18.914,18.572,18.887,22.378,-0.072122,-0.29977,0.9916,3.885,3.9098,3.0839,0.14247,0.986,0.23779,0.9335899999999999,1
0.33739,4.0623,6.1029,0.5816899999999999,1.2294,0.73165,1.159,2.5963,0.1745,0.001263,0.00011999999999999999,2e-06,0.0,0.0,0.0,66.559,57.181999999999995,0.36878,13.637,16.095,4.0713,0.11110999999999999,0.16915999999999998,15.626,6.0335,5.1977,305.07,0.10144,0.99377,0.31779,0.95211,2
0.26295999999999997,4.3909,6.9129,0.61592,1.2693,0.70417,1.1726,2.88,0.18259,0.001827,0.000254,0.0,0.0,0.0,0.0,76.278,72.863,18.750999999999998,14.960999999999999,17.188,17.497,0.30735,-0.13352999999999998,0.8006300000000001,5.1703,4.6228,3.1882,0.10039,0.9930100000000001,0.29141,0.9512200000000001,2
0.25903000000000004,4.6022,6.9651,0.59912,1.249,0.7370899999999999,1.1627,2.9715,0.17379,0.0014449999999999999,0.000127,1e-06,0.0,0.0,0.0,70.45100000000001,69.904,18.596,12.304,13.795,15.338,0.030063999999999997,-0.011524,0.78061,8.0174,7.017,3.6846,0.12365999999999999,0.9916299999999999,0.2785,0.94004,2
0.31942,4.2698,6.2723,0.51866,1.1696,0.74755,1.1744,2.7033,0.16927,0.000692,8.3e-05,0.0,0.0,0.0,0.0,66.908,66.887,2.7831,14.137,14.799000000000001,8.8223,0.50973,0.41808999999999996,4.9528,6.2719,6.0802,35.024,0.13025,0.9915700000000001,0.28051,0.9378700000000001,2
0.2857,4.5932,6.6321,0.59185,1.2406,0.74365,1.1179,2.843,0.17201,0.001334,5.7999999999999994e-05,1e-06,0.0,0.0,0.0,75.778,68.60300000000001,6.0244,13.549000000000001,14.602,10.963,0.38117,0.13452,3.0095,7.2379,6.4385,15.894,0.14322000000000001,0.9903,0.25915,0.93101,2
0.30228,4.4059,6.4477,0.56947,1.2165,0.73055,1.1340000000000001,2.7423,0.1744,0.001139,9.300000000000001e-05,0.0,0.0,0.0,0.0,72.673,71.414,2.447,13.658,15.128,7.904,0.41133000000000003,0.072418,5.5258,6.4624,5.4524,45.718999999999994,0.13149,0.991,0.26478,0.93685,2
0.33635,4.0713,6.1124,0.5270600000000001,1.1767,0.7366699999999999,1.1879,2.6145,0.17193,0.000769,0.000148,1e-06,0.0,0.0,0.0,72.681,74.426,1.7518,13.264000000000001,14.272,7.3746,0.2433,0.22148,7.3547,6.0596,5.584,78.318,0.14436,0.9898299999999999,0.26239,0.93116,2
0.28217,4.2114,6.6734,0.5683600000000001,1.2154,0.72259,1.2218,2.8229,0.17629,0.001153,0.000131,0.0,0.0,0.0,0.0,72.27600000000001,72.369,1.0594,12.718,14.03,6.1739999999999995,0.20110999999999998,0.09034099999999999,8.4949,6.4661,5.8797,97.28,0.13599,0.9908100000000001,0.28795,0.9355600000000001,2
0.33479000000000003,4.0267,6.1266,0.59148,1.2402,0.74379,1.1783,2.6266,0.17197,0.0013289999999999999,6.8e-05,1e-06,0.0,0.0,0.0,75.296,75.984,11.728,12.58,13.575,13.765,-0.016277,-0.1447,1.5663,7.2147,6.5432,6.4344,0.11492000000000001,0.9913299999999999,0.28308,0.9455,2
0.24896999999999997,4.5731,7.1045,0.50692,1.1601,0.7118399999999999,1.2169,2.9888,0.17754,0.000685,0.00025699999999999996,0.0,0.0,0.0,0.0,77.681,78.568,3.4308,14.071,15.057,9.7654,0.20464000000000002,0.029271,4.5438,6.0945,5.5256,31.039,0.12209,0.9909100000000001,0.28876999999999997,0.9418200000000001,2
0.2847,4.2542,6.6437,0.64284,1.3055,0.72759,1.1659,2.8085,0.17794000000000001,0.002148,0.000117,1e-06,0.0,0.0,0.0,73.75,72.706,1.82,12.082,13.67,7.0293,0.23335,-0.006794,6.2733,6.6976,6.0319,56.608999999999995,0.13074000000000002,0.9910899999999999,0.29153,0.9380200000000001,2
0.26361,4.6916,6.9044,0.49748000000000003,1.1528,0.72901,1.1703,2.9401,0.1732,0.000598,0.00011100000000000001,1e-06,0.0,0.0,0.0,77.923,80.76100000000001,0.3682,16.098,14.99,4.4619,0.22519,-0.09781799999999999,17.016,5.1207,5.4266,352.19,0.11442999999999999,0.99159,0.30539,0.94427,2
0.32583,4.0486,6.2103,0.52757,1.1771,0.73717,1.2139,2.6572,0.17182999999999998,0.000772,0.000117,0.0,0.0,0.0,0.0,77.85,72.83800000000001,7.9813,12.387,13.696,12.569,0.17431,0.28171,2.3893,7.6072,6.4587,10.806,0.13017,0.9908100000000001,0.28146,0.9376700000000001,2
0.2434,4.4553,7.1853,0.5836399999999999,1.2315,0.71753,1.2309999999999999,3.0268,0.17800000000000002,0.001335,0.000204,5e-06,0.0,0.0,0.0,79.917,82.87200000000001,4.7895,14.53,14.193,10.739,0.52315,0.07176,3.5485,6.782,6.315,20.136,0.10141,0.99215,0.32556999999999997,0.9512,2
0.23797,4.7891,7.2669,0.617,1.2707,0.69812,1.1247,3.0142,0.18422,0.001875,0.000599,2e-06,0.0,0.0,0.0,76.057,62.083,3.7924,11.716,14.925999999999998,9.9031,0.36539,0.26359,3.9719,7.1302,5.9445,23.833000000000002,0.11302000000000001,0.9928799999999999,0.30337,0.9465899999999999,2
0.28791,4.3449,6.6066,0.6268600000000001,1.2835,0.71708,1.1365,2.7756,0.17977,0.0019320000000000001,7.4e-05,3e-06,0.0,0.0,0.0,85.745,75.372,5.8309,12.129000000000001,15.022,11.262,-0.32039,-0.38791,2.9093,7.5753,6.2317,15.112,0.11459000000000001,0.99131,0.30868,0.94663,2
0.2364,4.5298,7.2908,0.56992,1.217,0.70719,1.2269,3.0509,0.18017,0.001221,0.000321,1e-06,0.0,0.0,0.0,80.624,81.487,0.9623299999999999,13.927999999999999,14.089,5.582000000000001,0.11481,-0.29954000000000003,8.651,6.6242,6.5548,99.575,0.082153,0.9937799999999999,0.36079,0.9606299999999999,2
0.3075,4.3604,6.3927,0.55667,1.2038,0.73559,1.1461,2.7296,0.17285999999999999,0.001005,0.00010800000000000001,0.0,0.0,0.0,0.0,74.642,69.142,1.5844,12.665999999999999,14.325999999999999,6.9057,0.31571,0.10277,6.9186,6.9564,6.32,65.419,0.14965,0.9899100000000001,0.26113000000000003,0.92843,2
0.2104,5.1932,7.7283,0.59723,1.2468,0.73402,1.1419,3.2906,0.17445,0.001434,1.8e-05,0.0,0.0,0.0,0.0,68.83,67.941,9.5056,14.620999999999999,15.328,12.887,0.54296,0.13494,1.9699,7.9519,6.2425,8.5401,0.13189,0.9914700000000001,0.28251,0.93648,2
0.28865,4.3654,6.5982,0.38136,1.0818,0.7260800000000001,1.2383,2.8089999999999997,0.17269,0.000183,0.00035299999999999996,1e-06,0.0,0.0,0.0,68.195,65.263,4.928999999999999,12.177999999999999,13.503,9.7708,0.29527,0.19984000000000002,3.1587,7.6657,6.7381,16.832,0.11130999999999999,0.99306,0.31376,0.94668,2
0.25151999999999997,4.6016,7.0683,0.52809,1.1776,0.72806,1.2078,3.0055,0.17399,0.000795,0.00011599999999999999,1e-06,0.0,0.0,0.0,75.545,72.34,10.665999999999999,13.625,14.76,13.68,0.46369,0.12541,1.8876,7.4654,6.2311,8.1103,0.12332,0.9915,0.29473,0.9408200000000001,2
0.20262,4.9913,7.8753,0.6360600000000001,1.2959,0.7033,1.1623,3.2747,0.18374000000000001,0.002171,4.5e-05,4e-06,0.0,0.0,0.0,77.234,80.638,1.7491,15.974,14.995999999999999,7.4285,0.29399000000000003,-0.15592999999999999,6.4753,5.56,5.6205,57.923,0.11024,0.9919100000000001,0.30985999999999997,0.94644,2
0.30118,4.4332,6.4594,0.43346,1.1097,0.7318100000000001,1.1832,2.7591,0.17173,0.000317,0.00044400000000000006,2e-06,0.0,0.0,0.0,69.282,63.891999999999996,3.8078,12.507,14.732999999999999,9.1434,0.38991,0.12082000000000001,3.9358,6.772,5.8557,24.733,0.11029000000000001,0.99316,0.3199,0.9475399999999999,2
0.33974,3.8963,6.0818,0.6213,1.2762,0.72082,1.1731,2.5627,0.1786,0.0018239999999999999,0.000129,2e-06,0.0,0.0,0.0,72.113,71.991,4.2248,12.735,13.575999999999999,9.5719,-0.087588,-0.06929,3.4531,6.1214,5.6556,18.98,0.13030999999999998,0.99106,0.26611999999999997,0.9382,2
0.29891,4.0733,6.4839,0.51457,1.1663,0.6964899999999999,1.2301,2.6976,0.1816,0.000768,0.000167,6e-06,0.0,0.0,0.0,69.015,67.623,1.3837,13.272,14.787,6.3506,0.3904,0.23747,6.6299,5.9727,5.1573,58.41,0.11924000000000001,0.9924,0.30541,0.9425600000000001,2
0.28985,4.1641,6.5845,0.49246999999999996,1.149,0.70626,1.2397,2.7601,0.1787,0.000608,7.7e-05,4e-06,0.0,0.0,0.0,74.77,72.178,2.174,12.624,14.735,8.0314,0.14640999999999998,0.019983,5.7718,6.3286,5.7478,47.119,0.13316,0.9909,0.27734000000000003,0.9362,2
0.2334,4.6006,7.3375,0.59017,1.2387,0.72465,1.2199,3.1053,0.17647000000000002,0.001385,0.00015800000000000002,0.0,0.0,0.0,0.0,74.175,71.42399999999999,14.45,12.23,13.435,14.113,-0.002527,-0.07541,1.2849,8.3923,7.1669,5.285,0.10932,0.9924799999999999,0.30758,0.94785,2
